ip,port,protocol,https,anonymity,country_code,country,city,org,asn,response_ms,connect_ms,uptime_pct,checks,last_checked,last_alive
165.227.220.70,40001,http,yes,elite,US,United States,New York,Cloudflare WARP,"AS13335 Cloudflare, Inc.",441,82,92.5,53,2026-09-17T02:48:18.6516254Z,2026-09-17T02:48:18.6516254Z
57.128.231.218,1000,socks5,yes,elite,CY,Cyprus,Nicosia,HostRoyale Technologies Pvt Ltd,AS203020 HostRoyale Technologies Pvt Ltd,454,20,68.8,250,2026-09-17T02:45:52.9679279Z,2026-09-17T02:45:52.9679279Z
147.182.156.27,8080,http,yes,elite,CA,Canada,Toronto,"DigitalOcean, LLC","AS14061 DigitalOcean, LLC",487,119,97.5,361,2026-09-17T02:49:22.0338765Z,2026-09-17T02:49:22.0338765Z
107.150.41.226,18080,http,yes,elite,US,United States,Kansas City,Gventure,"AS33387 Nocix, LLC",500,123,99.8,1529,2026-09-17T02:46:42.7238981Z,2026-09-17T02:46:42.7238981Z
67.207.92.87,1088,socks5,yes,elite,US,United States,North Bergen,Digital Ocean,"AS14061 DigitalOcean, LLC",524,78,68.7,6032,2026-09-17T02:46:14.6817455Z,2026-09-17T02:46:14.6817455Z
185.218.139.38,2080,socks4,yes,elite,IR,Iran,Tehran,Neterra Serverir,AS39368 Mahdiar Rafiee,546,112,100,85,2026-09-17T02:46:09.0872353Z,2026-09-17T02:46:09.0872353Z
193.233.139.106,1080,socks5,yes,elite,FI,Finland,Helsinki,Aeza Group LLC,AS210644 AEZA GROUP LLC,554,31,80.8,2848,2026-09-17T02:45:10.0505222Z,2026-09-17T02:45:10.0505222Z
195.158.22.212,3128,http,yes,elite,UZ,Uzbekistan,Qarshi,Uztelecom,AS8193 Uzbektelekom Joint Stock Company,562,97,87.5,4283,2026-09-17T02:48:53.0792793Z,2026-09-17T02:48:53.0792793Z
194.150.232.104,1071,socks5,yes,elite,UA,Ukraine,Kyiv,Pavel Primak,AS42546 UKRANIAN OPTICAL SYSTEMS AND TECHNOLOGIES LLC,564,32,32.4,108,2026-09-17T02:46:59.5909354Z,2026-09-17T02:46:59.5909354Z
160.155.90.26,1080,socks4,yes,elite,CI,Ivory Coast,Abidjan,Fttx Service,AS29571 Orange Côte d'Ivoire,587,2190,37.5,666,2026-09-17T02:46:06.1604969Z,2026-09-17T02:46:06.1604969Z
162.120.16.210,1080,socks5,yes,elite,US,United States,New York,HOSTKEY,AS395839 HOSTKEY,609,85,47.7,619,2026-09-17T02:48:47.0116057Z,2026-09-17T02:48:47.0116057Z
5.161.115.244,1080,socks5,yes,elite,US,United States,Ashburn,Hetzner Online GmbH,AS213230 Hetzner Online GmbH,642,103,95.4,393,2026-09-17T02:45:37.6475070Z,2026-09-17T02:45:37.6475070Z
117.236.124.166,3128,http,yes,elite,IN,India,Gandhinagar,BSNL Internet,AS9829 National Internet Backbone,644,145,94.2,10327,2026-09-17T02:48:53.2093820Z,2026-09-17T02:48:53.2093820Z
49.13.22.249,10803,socks5,yes,elite,FR,France,Levallois-Perret,ProXad network / Free,AS12322 Free SAS,649,3,72.1,68,2026-09-17T02:49:43.6107278Z,2026-09-17T02:49:43.6107278Z
144.91.111.48,1088,socks5,yes,elite,FR,France,Lauterbourg,Contabo GmbH,AS51167 Contabo GmbH,674,49,94.8,3905,2026-09-17T02:48:13.6375859Z,2026-09-17T02:48:13.6375859Z
5.255.123.162,1080,socks5,yes,elite,NL,The Netherlands,Dronten,TIG,AS60404 The Infrastructure Group B.V.,815,37,60.8,4641,2026-09-17T02:46:37.9064056Z,2026-09-17T02:46:37.9064056Z
144.91.121.61,1088,socks5,yes,elite,FR,France,Lauterbourg,Contabo GmbH,AS51167 Contabo GmbH,837,77,94.1,12951,2026-09-17T02:45:26.9897466Z,2026-09-17T02:45:26.9897466Z
45.32.160.61,1088,socks5,yes,elite,US,United States,Miami,"Vultr Holdings, LLC","AS20473 The Constant Company, LLC",855,125,99.2,3850,2026-09-17T02:48:19.1102060Z,2026-09-17T02:48:19.1102060Z
58.254.153.146,17981,http,yes,elite,CN,China,Guangzhou,Shanghaiwangsukejifazhanyouxian,AS4134 CHINANET BACKBONE,860,212,94.3,12413,2026-09-17T02:50:04.6899072Z,2026-09-17T02:50:04.6899072Z
165.154.162.73,8888,http,yes,elite,US,United States,Los Angeles,Ucloud Information Technology,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,873,1174,90.1,11319,2026-09-17T02:49:23.4742444Z,2026-09-17T02:49:23.4742444Z
27.185.218.213,17981,http,yes,elite,CN,China,Shijiazhuang,Chinanet HE,"AS134760 Shijiazhuang IDC network, CHINANET Hebei province",893,182,97.5,12745,2026-09-17T02:46:09.5030215Z,2026-09-17T02:46:09.5030215Z
177.136.124.45,56113,socks4,yes,elite,BR,Brazil,Salvador,ITS TELECOMUNICACOES LTDA,AS28186 ITS TELECOMUNICACOES LTDA,910,1192,45.4,377,2026-09-17T02:47:59.2410125Z,2026-09-17T02:47:59.2410125Z
144.24.111.128,1088,socks5,yes,elite,IN,India,Mumbai,Oracle Cloud Infrastructure (ap-mumbai-1),AS31898 Oracle Corporation,913,117,98.1,12951,2026-09-17T02:45:43.2137373Z,2026-09-17T02:45:43.2137373Z
135.148.120.20,1080,socks5,yes,elite,US,United States,Phoenix,Global Insurance,"AS11878 tzulo, inc.",917,94,97.1,102,2026-09-17T02:49:59.6090104Z,2026-09-17T02:49:59.6090104Z
177.85.65.177,4153,socks4,yes,elite,BR,Brazil,Simões Filho,ASE TELECOMUNICAÇÕES LTDA ME,AS262600 ASE TELECOMUNICAÇÕES LTDA ME,921,183,57.7,2677,2026-09-17T02:48:14.0190334Z,2026-09-17T02:48:14.0190334Z
47.84.84.1,3128,http,yes,elite,CN,China,Shanghai,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",968,157,98.2,11701,2026-09-17T02:48:42.3980802Z,2026-09-17T02:48:42.3980802Z
51.178.49.241,1088,socks5,yes,elite,FR,France,Strasbourg,OVH,AS16276 OVH SAS,974,93,82,5034,2026-09-17T02:48:03.5023396Z,2026-09-17T02:48:03.5023396Z
43.135.176.121,1080,socks5,yes,elite,US,United States,Santa Clara,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue",978,162,91.7,3826,2026-09-17T02:49:22.5679080Z,2026-09-17T02:49:22.5679080Z
193.25.215.182,22222,socks5,yes,elite,US,United States,Los Angeles,Readydedis,"AS397966 ReadyDedis, LLC",994,177,87.9,12198,2026-09-17T02:49:17.5529336Z,2026-09-17T02:49:17.5529336Z
103.149.75.82,1080,socks4,yes,elite,BD,Bangladesh,Dhaka,Amader,AS63969 Race Online Limited,1008,204,88.9,12548,2026-09-17T02:47:10.7101711Z,2026-09-17T02:47:10.7101711Z
5.255.103.55,1080,socks5,yes,elite,NL,The Netherlands,Dronten,TIG,AS60404 The Infrastructure Group B.V.,1010,160,60.1,4306,2026-09-17T02:47:48.0121680Z,2026-09-17T02:47:48.0121680Z
103.79.183.158,1080,socks4,yes,elite,BD,Bangladesh,Khulna,SPEEDNET,AS136009 SpeedNet,1017,1250,48.8,125,2026-09-17T02:49:55.6558374Z,2026-09-17T02:49:55.6558374Z
202.5.50.151,1080,socks4,yes,elite,BD,Bangladesh,Chittagong,BBTS-NEW,AS45326 Broad Band Telecom Services Ltd,1022,201,91.9,4420,2026-09-17T02:45:58.9713093Z,2026-09-17T02:45:58.9713093Z
119.188.131.55,17981,http,yes,elite,CN,China,Jinan,CNC Group CHINA169 Shandong Province Network,AS4837 CHINA UNICOM China169 Backbone,1031,152,86.6,8959,2026-09-17T02:46:54.9111396Z,2026-09-17T02:46:54.9111396Z
123.253.124.28,5678,socks4,yes,elite,IN,India,Udaipur,NIXI,AS133469 Multinet (Udaipur) Private Limited,1087,137,40,738,2026-09-17T02:49:38.5493948Z,2026-09-17T02:49:38.5493948Z
103.119.60.219,1080,socks5,yes,elite,ID,Indonesia,Jakarta,Myrepublic,AS63859 PT. Eka Mas Republik,1089,177,19.5,82,2026-09-17T02:47:26.1060543Z,2026-09-17T02:47:26.1060543Z
120.232.115.170,17981,http,yes,elite,CN,China,Guangzhou,China Mobile,"AS9808 China Mobile Communications Group Co., Ltd.",1099,190,92.5,13018,2026-09-17T02:49:22.7166007Z,2026-09-17T02:49:22.7166007Z
65.21.252.66,10814,socks5,yes,elite,US,United States,New York,Datacamp Limited,AS212238 Datacamp Limited,1111,25,100,11,2026-09-17T02:47:05.4277002Z,2026-09-17T02:47:05.4277002Z
14.251.13.20,8080,http,yes,elite,VN,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group,AS45899 VNPT Corp,1118,274,98.1,6637,2026-09-17T02:47:15.9353104Z,2026-09-17T02:47:15.9353104Z
116.196.150.180,17981,http,yes,elite,CN,China,Hangzhou,"Jinhua Weian InfoTech Co., Ltd","AS131516 Jinhua Weian InfoTech Co., Ltd",1137,193,93.5,12191,2026-09-17T02:49:49.6509204Z,2026-09-17T02:49:49.6509204Z
172.104.56.95,8888,http,yes,elite,SG,Singapore,Singapore,Linode,AS63949 Akamai Connected Cloud,1174,265,71.8,974,2026-09-17T02:47:05.7298763Z,2026-09-17T02:47:05.7298763Z
121.169.46.116,1090,socks5,yes,elite,KR,South Korea,Suwon,Sudogwongangnambonbujang,AS4766 Korea Telecom,1207,208,75.3,9387,2026-09-17T02:47:48.2598065Z,2026-09-17T02:47:48.2598065Z
103.88.234.239,40019,http,yes,elite,MX,Mexico,León,Cloudflare WARP,"AS13335 Cloudflare, Inc.",1212,153,96.8,186,2026-09-17T02:44:36.0817392Z,2026-09-17T02:44:36.0817392Z
202.141.161.52,10808,socks4,yes,elite,KR,South Korea,Chuncheon,Oracle Cloud Infrastructure (ap-chuncheon-1),AS31898 Oracle Corporation,1232,217,76.4,199,2026-09-17T02:46:53.8432066Z,2026-09-17T02:46:53.8432066Z
31.13.239.4,5678,socks4,yes,elite,BG,Bulgaria,Sofia,Neterra Princess Svilengrad,AS34224 Neterra Ltd.,1242,2060,42.1,732,2026-09-17T02:48:00.4413486Z,2026-09-17T02:48:00.4413486Z
59.152.97.233,1080,socks5,yes,elite,BD,Bangladesh,Chāndpur,Mohammad Ajhar Mahmood,AS147006 Star IT,1287,206,58,5486,2026-09-17T02:48:59.1836435Z,2026-09-17T02:48:59.1836435Z
195.158.8.123,3128,http,yes,elite,UZ,Uzbekistan,Tashkent,Uztelecom,"AS8193 ""Uzbektelekom"" Joint Stock Company",1299,101,77.5,8968,2026-09-17T02:45:16.1152928Z,2026-09-17T02:45:16.1152928Z
103.75.118.84,1080,socks4,yes,elite,JP,Japan,Tokyo,Oneprovider.com,"AS136258 BrainStorm Network, Inc",1314,1278,92.7,9827,2026-09-17T02:48:20.7223670Z,2026-09-17T02:48:20.7223670Z
49.13.22.249,10811,socks5,yes,elite,GL,Greenland,Nuuk,Cyberzon S.A (Greenland),AS209854 Cyberzone S.A.,1360,3,75.3,3268,2026-09-17T02:47:15.9055094Z,2026-09-17T02:47:15.9055094Z
171.249.163.170,1080,socks4,yes,elite,VN,Vietnam,Ho Chi Minh City,VIETEL,AS7552 Viettel Group,1370,268,42.8,236,2026-09-17T02:49:18.0214834Z,2026-09-17T02:49:18.0214834Z
45.194.33.12,30002,socks5,yes,elite,HK,Hong Kong,Hong Kong,Antbox Network Limited,AS138995 Antbox Networks Limited,1449,237,94,7110,2026-09-17T02:46:38.7402893Z,2026-09-17T02:46:38.7402893Z
43.156.199.63,8080,http,yes,elite,,,,,,1479,160,76.2,1346,2026-09-17T02:46:10.0650002Z,2026-09-17T02:46:10.0650002Z
45.194.33.12,30001,socks5,yes,elite,HK,Hong Kong,Hong Kong,Antbox Network Limited,AS138995 Antbox Networks Limited,1482,236,88.9,13494,2026-09-17T02:45:11.1825855Z,2026-09-17T02:45:11.1825855Z
188.17.93.62,1080,socks4,yes,elite,RU,Russia,Perm,Dynamic distribution IPs for broadband services,AS12389 PJSC Rostelecom,1546,68,95.4,109,2026-09-17T02:47:32.8441278Z,2026-09-17T02:47:32.8441278Z
101.36.104.46,10808,socks5,yes,elite,JP,Japan,Tokyo,Ucloud Information Technology,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,1547,279,88.3,13250,2026-09-17T02:48:14.7408917Z,2026-09-17T02:48:14.7408917Z
160.22.17.4,9988,socks5,yes,elite,VN,Vietnam,Quận Ba,TTT Data Encryption and Technology Co. LTD,AS45899 VNPT Corp,1602,260,57.4,3041,2026-09-17T02:46:05.2457813Z,2026-09-17T02:46:05.2457813Z
171.252.192.212,5000,socks5,yes,elite,VN,Vietnam,Hanoi,VIETTEL,AS7552 Viettel Group,1673,278,89.2,37,2026-09-17T02:48:48.2698514Z,2026-09-17T02:48:48.2698514Z
101.36.104.239,10808,socks5,yes,elite,JP,Japan,Tokyo,Ucloud Information Technology,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,1676,242,89.5,13206,2026-09-17T02:46:55.6458573Z,2026-09-17T02:46:55.6458573Z
47.245.165.201,1080,socks5,yes,elite,DE,Germany,Frankfurt am Main,Alibaba Cloud LLC,"AS45102 Alibaba (US) Technology Co., Ltd.",1680,4,68.3,7860,2026-09-17T02:47:16.2261338Z,2026-09-17T02:47:16.2261338Z
190.144.224.182,44550,socks4,yes,elite,CO,Colombia,Yumbo,Telmex Colombia S.A.,AS14080 Telmex Colombia S.A.,1803,1203,21.4,56,2026-09-17T02:45:55.4995711Z,2026-09-17T02:45:55.4995711Z
45.61.129.165,9050,socks5,yes,elite,NL,The Netherlands,Amsterdam,TOR Exit and More,AS215125 Church of Cyberology,1835,141,91.5,10717,2026-09-17T02:47:00.9713557Z,2026-09-17T02:47:00.9713557Z
123.58.219.171,10808,socks5,yes,elite,HK,Hong Kong,Hong Kong,Ucloud Information Technology (hk) Limited,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,1853,253,80.2,11441,2026-09-17T02:47:33.3370006Z,2026-09-17T02:47:33.3370006Z
170.238.239.71,60606,socks4,yes,elite,CO,Colombia,Buenaventura,Codisert S.A,AS18678 INTERNEXA S.A. E.S.P,1940,173,22.6,31,2026-09-17T02:48:31.0247255Z,2026-09-17T02:48:31.0247255Z
119.18.147.179,1080,socks4,yes,elite,BD,Bangladesh,Chittagong,BBTS Network,AS45326 Broad Band Telecom Services Ltd,2018,207,87.5,909,2026-09-17T02:48:04.6573528Z,2026-09-17T02:48:04.6573528Z
201.131.214.1,5678,socks4,yes,elite,BR,Brazil,Utinga,Vigora Telecom,AS61800 VIGORA TELECOM,2070,201,40.5,237,2026-09-17T02:46:34.1075402Z,2026-09-17T02:46:34.1075402Z
5.75.133.113,10803,socks5,yes,elite,US,United States,Chicago,M247 Europe SRL,AS9009 M247 Europe SRL,2118,4,77.5,80,2026-09-17T02:46:10.5477190Z,2026-09-17T02:46:10.5477190Z
45.61.188.134,44499,socks4,yes,elite,US,United States,Miami,FranTech Solutions,AS53667 FranTech Solutions,2128,114,76.5,4067,2026-09-17T02:49:18.6252717Z,2026-09-17T02:49:18.6252717Z
107.172.232.2,7890,http,yes,elite,US,United States,Los Angeles,GSL Networks Pty LTD,AS137409 GSL Networks Pty LTD,2191,172,100,34,2026-09-17T02:45:11.8275476Z,2026-09-17T02:45:11.8275476Z
113.249.111.67,1080,socks5,yes,elite,CN,China,Chongqing,Chinanet CQ,AS134420 Chongqing Telecom,2274,177,94.5,5874,2026-09-17T02:46:34.2881659Z,2026-09-17T02:46:34.2881659Z
43.156.199.63,8081,http,yes,elite,SG,Singapore,Singapore,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue",2281,159,76.6,1716,2026-09-17T02:49:34.0992938Z,2026-09-17T02:49:34.0992938Z
27.124.12.186,1080,socks4,yes,elite,HK,Hong Kong,Shatin,Rackip Consultancy Pte. LTD,AS152194 CTG Server Limited,2301,198,99.4,513,2026-09-17T02:49:13.6199893Z,2026-09-17T02:49:13.6199893Z
165.16.45.200,1080,socks4,yes,elite,LY,Libya,Tripoli,Aljeel Aljadeed Technology,AS37284 Aljeel Aljadeed For Technology,2384,58,27.8,54,2026-09-17T02:49:55.8317179Z,2026-09-17T02:49:55.8317179Z
36.147.78.166,443,http,yes,elite,CN,China,Guangzhou,China Mobile,"AS9808 China Mobile Communications Group Co., Ltd.",2710,265,82.5,10265,2026-09-17T02:48:10.8429861Z,2026-09-17T02:48:10.8429861Z
43.156.166.134,8080,http,yes,elite,,,,,,2833,236,75.4,203,2026-09-17T02:47:55.1851615Z,2026-09-17T02:47:55.1851615Z
158.220.99.85,4545,socks4,yes,elite,FR,France,Lauterbourg,Contabo GmbH,AS51167 Contabo GmbH,2852,121,72.7,439,2026-09-17T02:47:01.9685271Z,2026-09-17T02:47:01.9685271Z
103.112.68.25,1080,socks5,yes,elite,NL,The Netherlands,Dronten,"Retzor, Inc.",AS215305 Mastersoft S.R.L.,2864,10,52.2,1171,2026-09-17T02:46:23.3503723Z,2026-09-17T02:46:23.3503723Z
194.163.175.167,40001,http,yes,elite,FR,France,Lauterbourg,Contabo GmbH,AS51167 Contabo GmbH,2939,1118,67.5,1736,2026-09-17T02:45:12.1280418Z,2026-09-17T02:45:12.1280418Z
85.209.156.148,1080,socks5,yes,elite,US,United States,Los Angeles,Beafort Limited,AS51765 Oy Creanova Hosting Solutions Ltd.,2981,71,87.3,5619,2026-09-17T02:45:22.8023139Z,2026-09-17T02:45:22.8023139Z
111.119.162.248,10931,socks4,yes,elite,SG,Singapore,Singapore,Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd.",3160,124,43.6,149,2026-09-17T02:46:45.3835282Z,2026-09-17T02:46:45.3835282Z
111.206.4.163,18888,http,yes,elite,CN,China,Jinrongjie,China Unicom Beijing Province Network,AS4808 China Unicom Beijing Province Network,3187,2228,92.2,4396,2026-09-17T02:44:57.5123260Z,2026-09-17T02:44:57.5123260Z
5.255.113.177,1080,socks5,yes,elite,NL,The Netherlands,Dronten,TIG,AS60404 The Infrastructure Group B.V.,3216,1055,56.4,2745,2026-09-17T02:47:51.1180285Z,2026-09-17T02:47:51.1180285Z
177.66.43.189,4145,socks4,yes,elite,BR,Brazil,Santo Cristo,Magnos A. Both e Cia Ltda,AS52843 Magnos A. Both e Cia Ltda,3223,2313,48.4,182,2026-09-17T02:47:20.0768739Z,2026-09-17T02:47:20.0768739Z
203.76.123.6,1080,socks5,yes,elite,BD,Bangladesh,Tangail,Corporate Subscriber,AS23688 Link3 Technologies Ltd.,3294,200,36.8,503,2026-09-17T02:49:01.2706981Z,2026-09-17T02:49:01.2706981Z
14.225.204.32,10800,socks5,yes,elite,VN,Vietnam,Hanoi,VNPT,AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,3335,266,70.8,5934,2026-09-17T02:47:50.4396594Z,2026-09-17T02:47:50.4396594Z
49.13.22.249,10814,socks5,yes,elite,NL,The Netherlands,Amsterdam,M247 Ltd Amsterdam,AS9009 M247 Europe SRL,3356,2,80.4,112,2026-09-17T02:48:21.4888783Z,2026-09-17T02:48:21.4888783Z
65.21.252.66,10813,socks5,yes,elite,LU,Luxembourg,Luxembourg,"Unus, Inc.","AS22363 Powerhouse Management, Inc.",3367,27,63.2,19,2026-09-17T02:49:14.5143429Z,2026-09-17T02:49:14.5143429Z
89.250.148.158,1080,socks4,yes,elite,RU,Russia,Tyumen,"JSC ""ER-Telecom Holding"" Tyumen' branch",AS41682 JSC ER-Telecom Holding,3456,81,21.1,19,2026-09-17T02:49:01.3142662Z,2026-09-17T02:49:01.3142662Z
194.31.108.109,2080,http,yes,elite,IR,Iran,Tehran,Pardazesh Argham Yasna Co,AS209783 Avaye Segal Net Co. PJS,3583,82,82.6,3658,2026-09-17T02:47:18.2082566Z,2026-09-17T02:47:18.2082566Z
210.76.193.183,10090,socks4,yes,elite,SG,Singapore,Singapore,Eons Data Communications Limited,AS138997 Eons Data Communications Limited,3595,1643,68.4,19,2026-09-17T02:47:47.0353615Z,2026-09-17T02:47:47.0353615Z
115.136.121.54,9050,socks4,yes,elite,NL,The Netherlands,Amsterdam,TOR Exit and More,AS215125 Church of Cyberology,3643,1229,78.4,2467,2026-09-17T02:45:52.3320837Z,2026-09-17T02:45:52.3320837Z
62.60.210.173,1080,socks5,yes,elite,FI,Finland,Helsinki,Hetzner,AS24940 Hetzner Online GmbH,3715,125,62.7,3702,2026-09-17T02:45:51.2993168Z,2026-09-17T02:45:51.2993168Z
65.21.252.66,10808,socks5,yes,elite,NO,Norway,Oslo,Customer 10233,AS50304 Blix Solutions AS,3975,27,62,2188,2026-09-17T02:47:08.2940681Z,2026-09-17T02:47:08.2940681Z
5.255.99.75,1080,socks5,yes,elite,NL,The Netherlands,Dronten,TIG,AS60404 The Infrastructure Group B.V.,4244,20,55.2,3643,2026-09-17T02:45:56.7580252Z,2026-09-17T02:45:56.7580252Z
45.117.228.97,4145,socks4,yes,elite,MY,Malaysia,Petaling Jaya,E-world Communication SDN BHD,AS134202 E-WORLD COMMUNICATION SDN BHD,4353,1310,23.7,59,2026-09-17T02:46:47.7633513Z,2026-09-17T02:46:47.7633513Z
194.163.175.167,40000,http,yes,elite,FR,France,Lauterbourg,Contabo GmbH,AS51167 Contabo GmbH,4449,2110,84,4125,2026-09-17T02:49:38.4831266Z,2026-09-17T02:49:38.4831266Z
